emoji,unicode,aliases_all
🤷🏾‍♀️,🤷🏾‍♀️,"wanita_mengangkat_bahu_warna_kulit_gelap-sedang_angkat_isyarat_perempuan"
🤷🏿‍♀️,🤷🏿‍♀️,"wanita_mengangkat_bahu_warna_kulit_gelap_angkat_isyarat_perempuan"
🧑🏻‍⚕️,🧑🏻‍⚕️,"petugas_kesehatan_warna_kulit_cerah_dokter_perawat_perawatan_terapis"
🧑🏼‍⚕️,🧑🏼‍⚕️,"petugas_kesehatan_warna_kulit_cerah-sedang_dokter_perawat_perawatan_terapis"
🧑🏽‍⚕️,🧑🏽‍⚕️,"petugas_kesehatan_warna_kulit_sedang_dokter_perawat_perawatan_terapis"
🧑🏾‍⚕️,🧑🏾‍⚕️,"petugas_kesehatan_warna_kulit_gelap-sedang_dokter_perawat_perawatan_terapis"
🧑🏿‍⚕️,🧑🏿‍⚕️,"petugas_kesehatan_warna_kulit_gelap_dokter_perawat_perawatan_terapis"
👨🏻‍⚕️,👨🏻‍⚕️,"pekerja_kesehatan_pria_warna_kulit_cerah_dokter_laki-laki_perawatan"
👨🏼‍⚕️,👨🏼‍⚕️,"pekerja_kesehatan_pria_warna_kulit_cerah-sedang_dokter_laki-laki_perawatan"
👨🏽‍⚕️,👨🏽‍⚕️,"pekerja_kesehatan_pria_warna_kulit_sedang_dokter_laki-laki_perawatan"
👨🏾‍⚕️,👨🏾‍⚕️,"pekerja_kesehatan_pria_warna_kulit_gelap-sedang_dokter_laki-laki_perawatan"
👨🏿‍⚕️,👨🏿‍⚕️,"pekerja_kesehatan_pria_warna_kulit_gelap_dokter_laki-laki_perawatan"
👩🏻‍⚕️,👩🏻‍⚕️,"pekerja_kesehatan_wanita_warna_kulit_cerah_dokter_perawatan_perempuan"
👩🏼‍⚕️,👩🏼‍⚕️,"pekerja_kesehatan_wanita_warna_kulit_cerah-sedang_dokter_perawatan_perempuan"
👩🏽‍⚕️,👩🏽‍⚕️,"pekerja_kesehatan_wanita_warna_kulit_sedang_dokter_perawatan_perempuan"
👩🏾‍⚕️,👩🏾‍⚕️,"pekerja_kesehatan_wanita_warna_kulit_gelap-sedang_dokter_perawatan_perempuan"
👩🏿‍⚕️,👩🏿‍⚕️,"pekerja_kesehatan_wanita_warna_kulit_gelap_dokter_perawatan_perempuan"
🧑🏻‍🎓,🧑🏻‍🎓,"murid_warna_kulit_cerah_kelulusan"
🧑🏼‍🎓,🧑🏼‍🎓,"murid_warna_kulit_cerah-sedang_kelulusan"
🧑🏽‍🎓,🧑🏽‍🎓,"murid_warna_kulit_sedang_kelulusan"
🧑🏾‍🎓,🧑🏾‍🎓,"murid_warna_kulit_gelap-sedang_kelulusan"
🧑🏿‍🎓,🧑🏿‍🎓,"murid_warna_kulit_gelap_kelulusan"
👨🏻‍🎓,👨🏻‍🎓,"sarjana_pria_warna_kulit_cerah_laki-laki_toga_universitas_wisuda"
👨🏼‍🎓,👨🏼‍🎓,"sarjana_pria_warna_kulit_cerah-sedang_laki-laki_toga_universitas_wisuda"
👨🏽‍🎓,👨🏽‍🎓,"sarjana_pria_warna_kulit_sedang_laki-laki_toga_universitas_wisuda"
👨🏾‍🎓,👨🏾‍🎓,"sarjana_pria_warna_kulit_gelap-sedang_laki-laki_toga_universitas_wisuda"
👨🏿‍🎓,👨🏿‍🎓,"sarjana_pria_warna_kulit_gelap_laki-laki_toga_universitas_wisuda"
👩🏻‍🎓,👩🏻‍🎓,"sarjana_wanita_warna_kulit_cerah_perempuan_toga_universitas_wisuda"
👩🏼‍🎓,👩🏼‍🎓,"sarjana_wanita_warna_kulit_cerah-sedang_perempuan_toga_universitas_wisuda"
👩🏽‍🎓,👩🏽‍🎓,"sarjana_wanita_warna_kulit_sedang_perempuan_toga_universitas_wisuda"
👩🏾‍🎓,👩🏾‍🎓,"sarjana_wanita_warna_kulit_gelap-sedang_perempuan_toga_universitas_wisuda"
👩🏿‍🎓,👩🏿‍🎓,"sarjana_wanita_warna_kulit_gelap_perempuan_toga_universitas_wisuda"
🧑🏻‍🏫,🧑🏻‍🏫,"guru_warna_kulit_cerah_dosen_instruktur"
🧑🏼‍🏫,🧑🏼‍🏫,"guru_warna_kulit_cerah-sedang_dosen_instruktur"
🧑🏽‍🏫,🧑🏽‍🏫,"guru_warna_kulit_sedang_dosen_instruktur"
🧑🏾‍🏫,🧑🏾‍🏫,"guru_warna_kulit_gelap-sedang_dosen_instruktur"
🧑🏿‍🏫,🧑🏿‍🏫,"guru_warna_kulit_gelap_dosen_instruktur"
👨🏻‍🏫,👨🏻‍🏫,"pengajar_pria_warna_kulit_cerah_laki-laki_sekolah"
👨🏼‍🏫,👨🏼‍🏫,"pengajar_pria_warna_kulit_cerah-sedang_laki-laki_sekolah"
👨🏽‍🏫,👨🏽‍🏫,"pengajar_pria_warna_kulit_sedang_laki-laki_sekolah"
👨🏾‍🏫,👨🏾‍🏫,"pengajar_pria_warna_kulit_gelap-sedang_laki-laki_sekolah"
👨🏿‍🏫,👨🏿‍🏫,"pengajar_pria_warna_kulit_gelap_laki-laki_sekolah"
👩🏻‍🏫,👩🏻‍🏫,"pengajar_wanita_warna_kulit_cerah_perempuan_sekolah"
👩🏼‍🏫,👩🏼‍🏫,"pengajar_wanita_warna_kulit_cerah-sedang_perempuan_sekolah"
👩🏽‍🏫,👩🏽‍🏫,"pengajar_wanita_warna_kulit_sedang_perempuan_sekolah"
👩🏾‍🏫,👩🏾‍🏫,"pengajar_wanita_warna_kulit_gelap-sedang_perempuan_sekolah"
👩🏿‍🏫,👩🏿‍🏫,"pengajar_wanita_warna_kulit_gelap_perempuan_sekolah"
🧑🏻‍⚖️,🧑🏻‍⚖️,"hakim_warna_kulit_cerah_timbangan"
🧑🏼‍⚖️,🧑🏼‍⚖️,"hakim_warna_kulit_cerah-sedang_timbangan"
🧑🏽‍⚖️,🧑🏽‍⚖️,"hakim_warna_kulit_sedang_timbangan"
🧑🏾‍⚖️,🧑🏾‍⚖️,"hakim_warna_kulit_gelap-sedang_timbangan"
🧑🏿‍⚖️,🧑🏿‍⚖️,"hakim_warna_kulit_gelap_timbangan"
👨🏻‍⚖️,👨🏻‍⚖️,"hakim_pria_warna_kulit_cerah_hukum_laki-laki_pengadilan"
👨🏼‍⚖️,👨🏼‍⚖️,"hakim_pria_warna_kulit_cerah-sedang_hukum_laki-laki_pengadilan"
👨🏽‍⚖️,👨🏽‍⚖️,"hakim_pria_warna_kulit_sedang_hukum_laki-laki_pengadilan"
👨🏾‍⚖️,👨🏾‍⚖️,"hakim_pria_warna_kulit_gelap-sedang_hukum_laki-laki_pengadilan"
👨🏿‍⚖️,👨🏿‍⚖️,"hakim_pria_warna_kulit_gelap_hukum_laki-laki_pengadilan"
👩🏻‍⚖️,👩🏻‍⚖️,"hakim_wanita_warna_kulit_cerah_hukum_pengadilan_perempuan"
👩🏼‍⚖️,👩🏼‍⚖️,"hakim_wanita_warna_kulit_cerah-sedang_hukum_pengadilan_perempuan"
👩🏽‍⚖️,👩🏽‍⚖️,"hakim_wanita_warna_kulit_sedang_hukum_pengadilan_perempuan"
👩🏾‍⚖️,👩🏾‍⚖️,"hakim_wanita_warna_kulit_gelap-sedang_hukum_pengadilan_perempuan"
👩🏿‍⚖️,👩🏿‍⚖️,"hakim_wanita_warna_kulit_gelap_hukum_pengadilan_perempuan"
🧑🏻‍🌾,🧑🏻‍🌾,"petani_warna_kulit_cerah_pekebun_peternak"
🧑🏼‍🌾,🧑🏼‍🌾,"petani_warna_kulit_cerah-sedang_pekebun_peternak"
🧑🏽‍🌾,🧑🏽‍🌾,"petani_warna_kulit_sedang_pekebun_peternak"
🧑🏾‍🌾,🧑🏾‍🌾,"petani_warna_kulit_gelap-sedang_pekebun_peternak"
🧑🏿‍🌾,🧑🏿‍🌾,"petani_warna_kulit_gelap_pekebun_peternak"
👨🏻‍🌾,👨🏻‍🌾,"petani_pria_warna_kulit_cerah_laki-laki_padi_sawah"
👨🏼‍🌾,👨🏼‍🌾,"petani_pria_warna_kulit_cerah-sedang_laki-laki_padi_sawah"
👨🏽‍🌾,👨🏽‍🌾,"petani_pria_warna_kulit_sedang_laki-laki_padi_sawah"
👨🏾‍🌾,👨🏾‍🌾,"petani_pria_warna_kulit_gelap-sedang_laki-laki_padi_sawah"
👨🏿‍🌾,👨🏿‍🌾,"petani_pria_warna_kulit_gelap_laki-laki_padi_sawah"
👩🏻‍🌾,👩🏻‍🌾,"petani_wanita_warna_kulit_cerah_padi_perempuan_sawah"
👩🏼‍🌾,👩🏼‍🌾,"petani_wanita_warna_kulit_cerah-sedang_padi_perempuan_sawah"
👩🏽‍🌾,👩🏽‍🌾,"petani_wanita_warna_kulit_sedang_padi_perempuan_sawah"
👩🏾‍🌾,👩🏾‍🌾,"petani_wanita_warna_kulit_gelap-sedang_padi_perempuan_sawah"
👩🏿‍🌾,👩🏿‍🌾,"petani_wanita_warna_kulit_gelap_padi_perempuan_sawah"
🧑🏻‍🍳,🧑🏻‍🍳,"koki_warna_kulit_cerah_chef"
🧑🏼‍🍳,🧑🏼‍🍳,"koki_warna_kulit_cerah-sedang_chef"
🧑🏽‍🍳,🧑🏽‍🍳,"koki_warna_kulit_sedang_chef"
🧑🏾‍🍳,🧑🏾‍🍳,"koki_warna_kulit_gelap-sedang_chef"
🧑🏿‍🍳,🧑🏿‍🍳,"koki_warna_kulit_gelap_chef"
👨🏻‍🍳,👨🏻‍🍳,"koki_pria_warna_kulit_cerah_dapur_laki-laki_memasak"
👨🏼‍🍳,👨🏼‍🍳,"koki_pria_warna_kulit_cerah-sedang_dapur_laki-laki_memasak"
👨🏽‍🍳,👨🏽‍🍳,"koki_pria_warna_kulit_sedang_dapur_laki-laki_memasak"
👨🏾‍🍳,👨🏾‍🍳,"koki_pria_warna_kulit_gelap-sedang_dapur_laki-laki_memasak"
👨🏿‍🍳,👨🏿‍🍳,"koki_pria_warna_kulit_gelap_dapur_laki-laki_memasak"
👩🏻‍🍳,👩🏻‍🍳,"koki_wanita_warna_kulit_cerah_dapur_memasak_perempuan"
👩🏼‍🍳,👩🏼‍🍳,"koki_wanita_warna_kulit_cerah-sedang_dapur_memasak_perempuan"
👩🏽‍🍳,👩🏽‍🍳,"koki_wanita_warna_kulit_sedang_dapur_memasak_perempuan"
👩🏾‍🍳,👩🏾‍🍳,"koki_wanita_warna_kulit_gelap-sedang_dapur_memasak_perempuan"
👩🏿‍🍳,👩🏿‍🍳,"koki_wanita_warna_kulit_gelap_dapur_memasak_perempuan"
🧑🏻‍🔧,🧑🏻‍🔧,"mekanik_warna_kulit_cerah_pekerja_terlatih_tukang_ledeng_listrik"
🧑🏼‍🔧,🧑🏼‍🔧,"mekanik_warna_kulit_cerah-sedang_pekerja_terlatih_tukang_ledeng_listrik"
🧑🏽‍🔧,🧑🏽‍🔧,"mekanik_warna_kulit_sedang_pekerja_terlatih_tukang_ledeng_listrik"
🧑🏾‍🔧,🧑🏾‍🔧,"mekanik_warna_kulit_gelap-sedang_pekerja_terlatih_tukang_ledeng_listrik"
🧑🏿‍🔧,🧑🏿‍🔧,"mekanik_warna_kulit_gelap_pekerja_terlatih_tukang_ledeng_listrik"
👨🏻‍🔧,👨🏻‍🔧,"montir_pria_warna_kulit_cerah_laki-laki_perbaikan_tukang"
👨🏼‍🔧,👨🏼‍🔧,"montir_pria_warna_kulit_cerah-sedang_laki-laki_perbaikan_tukang"
👨🏽‍🔧,👨🏽‍🔧,"montir_pria_warna_kulit_sedang_laki-laki_perbaikan_tukang"
👨🏾‍🔧,👨🏾‍🔧,"montir_pria_warna_kulit_gelap-sedang_laki-laki_perbaikan_tukang"
👨🏿‍🔧,👨🏿‍🔧,"montir_pria_warna_kulit_gelap_laki-laki_perbaikan_tukang"
👩🏻‍🔧,👩🏻‍🔧,"montir_wanita_warna_kulit_cerah_perbaikan_perempuan_tukang"
👩🏼‍🔧,👩🏼‍🔧,"montir_wanita_warna_kulit_cerah-sedang_perbaikan_perempuan_tukang"
👩🏽‍🔧,👩🏽‍🔧,"montir_wanita_warna_kulit_sedang_perbaikan_perempuan_tukang"
👩🏾‍🔧,👩🏾‍🔧,"montir_wanita_warna_kulit_gelap-sedang_perbaikan_perempuan_tukang"
👩🏿‍🔧,👩🏿‍🔧,"montir_wanita_warna_kulit_gelap_perbaikan_perempuan_tukang"
🧑🏻‍🏭,🧑🏻‍🏭,"pekerja_pabrik_warna_kulit_cerah_industri_perakitan"
🧑🏼‍🏭,🧑🏼‍🏭,"pekerja_pabrik_warna_kulit_cerah-sedang_industri_perakitan"
🧑🏽‍🏭,🧑🏽‍🏭,"pekerja_pabrik_warna_kulit_sedang_industri_perakitan"
🧑🏾‍🏭,🧑🏾‍🏭,"pekerja_pabrik_warna_kulit_gelap-sedang_industri_perakitan"
🧑🏿‍🏭,🧑🏿‍🏭,"pekerja_pabrik_warna_kulit_gelap_industri_perakitan"
👨🏻‍🏭,👨🏻‍🏭,"pekerja_pabrik_pria_warna_kulit_cerah_laki-laki"
👨🏼‍🏭,👨🏼‍🏭,"pekerja_pabrik_pria_warna_kulit_cerah-sedang_laki-laki"
👨🏽‍🏭,👨🏽‍🏭,"pekerja_pabrik_pria_warna_kulit_sedang_laki-laki"
👨🏾‍🏭,👨🏾‍🏭,"pekerja_pabrik_pria_warna_kulit_gelap-sedang_laki-laki"
👨🏿‍🏭,👨🏿‍🏭,"pekerja_pabrik_pria_warna_kulit_gelap_laki-laki"
👩🏻‍🏭,👩🏻‍🏭,"pekerja_pabrik_wanita_warna_kulit_cerah_perempuan"
👩🏼‍🏭,👩🏼‍🏭,"pekerja_pabrik_wanita_warna_kulit_cerah-sedang_perempuan"
👩🏽‍🏭,👩🏽‍🏭,"pekerja_pabrik_wanita_warna_kulit_sedang_perempuan"
👩🏾‍🏭,👩🏾‍🏭,"pekerja_pabrik_wanita_warna_kulit_gelap-sedang_perempuan"
👩🏿‍🏭,👩🏿‍🏭,"pekerja_pabrik_wanita_warna_kulit_gelap_perempuan"
🧑🏻‍💼,🧑🏻‍💼,"pekerja_kantoran_warna_kulit_cerah_arsitek_bisnis_kerah_putih_manajer"
🧑🏼‍💼,🧑🏼‍💼,"pekerja_kantoran_warna_kulit_cerah-sedang_arsitek_bisnis_kerah_putih_manajer"
🧑🏽‍💼,🧑🏽‍💼,"pekerja_kantoran_warna_kulit_sedang_arsitek_bisnis_kerah_putih_manajer"
🧑🏾‍💼,🧑🏾‍💼,"pekerja_kantoran_warna_kulit_gelap-sedang_arsitek_bisnis_kerah_putih_manajer"
🧑🏿‍💼,🧑🏿‍💼,"pekerja_kantoran_warna_kulit_gelap_arsitek_bisnis_kerah_putih_manajer"
👨🏻‍💼,👨🏻‍💼,"pekerja_kantor_pria_warna_kulit_cerah_karyawan_laki-laki"
👨🏼‍💼,👨🏼‍💼,"pekerja_kantor_pria_warna_kulit_cerah-sedang_karyawan_laki-laki"
👨🏽‍💼,👨🏽‍💼,"pekerja_kantor_pria_warna_kulit_sedang_karyawan_laki-laki"
👨🏾‍💼,👨🏾‍💼,"pekerja_kantor_pria_warna_kulit_gelap-sedang_karyawan_laki-laki"
👨🏿‍💼,👨🏿‍💼,"pekerja_kantor_pria_warna_kulit_gelap_karyawan_laki-laki"
👩🏻‍💼,👩🏻‍💼,"pekerja_kantor_wanita_warna_kulit_cerah_karyawan_perempuan"
👩🏼‍💼,👩🏼‍💼,"pekerja_kantor_wanita_warna_kulit_cerah-sedang_karyawan_perempuan"
👩🏽‍💼,👩🏽‍💼,"pekerja_kantor_wanita_warna_kulit_sedang_karyawan_perempuan"
👩🏾‍💼,👩🏾‍💼,"pekerja_kantor_wanita_warna_kulit_gelap-sedang_karyawan_perempuan"
👩🏿‍💼,👩🏿‍💼,"pekerja_kantor_wanita_warna_kulit_gelap_karyawan_perempuan"
🧑🏻‍🔬,🧑🏻‍🔬,"ilmuwan_warna_kulit_cerah_ahli_biologi_fisika_kimia_insinyur"
🧑🏼‍🔬,🧑🏼‍🔬,"ilmuwan_warna_kulit_cerah-sedang_ahli_biologi_fisika_kimia_insinyur"
🧑🏽‍🔬,🧑🏽‍🔬,"ilmuwan_warna_kulit_sedang_ahli_biologi_fisika_kimia_insinyur"
🧑🏾‍🔬,🧑🏾‍🔬,"ilmuwan_warna_kulit_gelap-sedang_ahli_biologi_fisika_kimia_insinyur"
🧑🏿‍🔬,🧑🏿‍🔬,"ilmuwan_warna_kulit_gelap_ahli_biologi_fisika_kimia_insinyur"
👨🏻‍🔬,👨🏻‍🔬,"ilmuwan_pria_warna_kulit_cerah_laboratorium_laki-laki_sains"
👨🏼‍🔬,👨🏼‍🔬,"ilmuwan_pria_warna_kulit_cerah-sedang_laboratorium_laki-laki_sains"
👨🏽‍🔬,👨🏽‍🔬,"ilmuwan_pria_warna_kulit_sedang_laboratorium_laki-laki_sains"
👨🏾‍🔬,👨🏾‍🔬,"ilmuwan_pria_warna_kulit_gelap-sedang_laboratorium_laki-laki_sains"
👨🏿‍🔬,👨🏿‍🔬,"ilmuwan_pria_warna_kulit_gelap_laboratorium_laki-laki_sains"
👩🏻‍🔬,👩🏻‍🔬,"ilmuwan_wanita_warna_kulit_cerah_laboratorium_perempuan_sains"
👩🏼‍🔬,👩🏼‍🔬,"ilmuwan_wanita_warna_kulit_cerah-sedang_laboratorium_perempuan_sains"
👩🏽‍🔬,👩🏽‍🔬,"ilmuwan_wanita_warna_kulit_sedang_laboratorium_perempuan_sains"
👩🏾‍🔬,👩🏾‍🔬,"ilmuwan_wanita_warna_kulit_gelap-sedang_laboratorium_perempuan_sains"
👩🏿‍🔬,👩🏿‍🔬,"ilmuwan_wanita_warna_kulit_gelap_laboratorium_perempuan_sains"
🧑🏻‍💻,🧑🏻‍💻,"ahli_teknologi_warna_kulit_cerah_pemrogram_penemu_pengembang_perangkat_lunak"
🧑🏼‍💻,🧑🏼‍💻,"ahli_teknologi_warna_kulit_cerah-sedang_pemrogram_penemu_pengembang_perangkat_lunak"
🧑🏽‍💻,🧑🏽‍💻,"ahli_teknologi_warna_kulit_sedang_pemrogram_penemu_pengembang_perangkat_lunak"
🧑🏾‍💻,🧑🏾‍💻,"ahli_teknologi_warna_kulit_gelap-sedang_pemrogram_penemu_pengembang_perangkat_lunak"
🧑🏿‍💻,🧑🏿‍💻,"ahli_teknologi_warna_kulit_gelap_pemrogram_penemu_pengembang_perangkat_lunak"
👨🏻‍💻,👨🏻‍💻,"ahli_teknologi_pria_warna_kulit_cerah_komputer_laki-laki"
👨🏼‍💻,👨🏼‍💻,"ahli_teknologi_pria_warna_kulit_cerah-sedang_komputer_laki-laki"
👨🏽‍💻,👨🏽‍💻,"ahli_teknologi_pria_warna_kulit_sedang_komputer_laki-laki"
👨🏾‍💻,👨🏾‍💻,"ahli_teknologi_pria_warna_kulit_gelap-sedang_komputer_laki-laki"
👨🏿‍💻,👨🏿‍💻,"ahli_teknologi_pria_warna_kulit_gelap_komputer_laki-laki"
👩🏻‍💻,👩🏻‍💻,"ahli_teknologi_wanita_warna_kulit_cerah_komputer_perempuan"
👩🏼‍💻,👩🏼‍💻,"ahli_teknologi_wanita_warna_kulit_cerah-sedang_komputer_perempuan"
👩🏽‍💻,👩🏽‍💻,"ahli_teknologi_wanita_warna_kulit_sedang_komputer_perempuan"
👩🏾‍💻,👩🏾‍💻,"ahli_teknologi_wanita_warna_kulit_gelap-sedang_komputer_perempuan"
👩🏿‍💻,👩🏿‍💻,"ahli_teknologi_wanita_warna_kulit_gelap_komputer_perempuan"
🧑🏻‍🎤,🧑🏻‍🎤,"penyanyi_warna_kulit_cerah_aktor_bintang_penghibur_rock"
🧑🏼‍🎤,🧑🏼‍🎤,"penyanyi_warna_kulit_cerah-sedang_aktor_bintang_penghibur_rock"
🧑🏽‍🎤,🧑🏽‍🎤,"penyanyi_warna_kulit_sedang_aktor_bintang_penghibur_rock"
🧑🏾‍🎤,🧑🏾‍🎤,"penyanyi_warna_kulit_gelap-sedang_aktor_bintang_penghibur_rock"
🧑🏿‍🎤,🧑🏿‍🎤,"penyanyi_warna_kulit_gelap_aktor_bintang_penghibur_rock"
👨🏻‍🎤,👨🏻‍🎤,"penyanyi_pria_warna_kulit_cerah_aktor_bintang_penghibur_rock"
👨🏼‍🎤,👨🏼‍🎤,"penyanyi_pria_warna_kulit_cerah-sedang_aktor_bintang_penghibur_rock"
👨🏽‍🎤,👨🏽‍🎤,"penyanyi_pria_warna_kulit_sedang_aktor_bintang_penghibur_rock"
👨🏾‍🎤,👨🏾‍🎤,"penyanyi_pria_warna_kulit_gelap-sedang_aktor_bintang_penghibur_rock"
👨🏿‍🎤,👨🏿‍🎤,"penyanyi_pria_warna_kulit_gelap_aktor_bintang_penghibur_rock"
👩🏻‍🎤,👩🏻‍🎤,"penyanyi_wanita_warna_kulit_cerah_aktor_bintang_penghibur_rock"
👩🏼‍🎤,👩🏼‍🎤,"penyanyi_wanita_warna_kulit_cerah-sedang_aktor_bintang_penghibur_rock"
👩🏽‍🎤,👩🏽‍🎤,"penyanyi_wanita_warna_kulit_sedang_aktor_bintang_penghibur_rock"
👩🏾‍🎤,👩🏾‍🎤,"penyanyi_wanita_warna_kulit_gelap-sedang_aktor_bintang_penghibur_rock"
👩🏿‍🎤,👩🏿‍🎤,"penyanyi_wanita_warna_kulit_gelap_aktor_bintang_penghibur_rock"
🧑🏻‍🎨,🧑🏻‍🎨,"seniman_warna_kulit_cerah_palet"
🧑🏼‍🎨,🧑🏼‍🎨,"seniman_warna_kulit_cerah-sedang_palet"
🧑🏽‍🎨,🧑🏽‍🎨,"seniman_warna_kulit_sedang_palet"
🧑🏾‍🎨,🧑🏾‍🎨,"seniman_warna_kulit_gelap-sedang_palet"
🧑🏿‍🎨,🧑🏿‍🎨,"seniman_warna_kulit_gelap_palet"
👨🏻‍🎨,👨🏻‍🎨,"seniman_pria_warna_kulit_cerah_laki-laki_lukisan_seni"
👨🏼‍🎨,👨🏼‍🎨,"seniman_pria_warna_kulit_cerah-sedang_laki-laki_lukisan_seni"
👨🏽‍🎨,👨🏽‍🎨,"seniman_pria_warna_kulit_sedang_laki-laki_lukisan_seni"
👨🏾‍🎨,👨🏾‍🎨,"seniman_pria_warna_kulit_gelap-sedang_laki-laki_lukisan_seni"
👨🏿‍🎨,👨🏿‍🎨,"seniman_pria_warna_kulit_gelap_laki-laki_lukisan_seni"
👩🏻‍🎨,👩🏻‍🎨,"seniman_wanita_warna_kulit_cerah_lukisan_perempuan_seni"
👩🏼‍🎨,👩🏼‍🎨,"seniman_wanita_warna_kulit_cerah-sedang_lukisan_perempuan_seni"
👩🏽‍🎨,👩🏽‍🎨,"seniman_wanita_warna_kulit_sedang_lukisan_perempuan_seni"
👩🏾‍🎨,👩🏾‍🎨,"seniman_wanita_warna_kulit_gelap-sedang_lukisan_perempuan_seni"
👩🏿‍🎨,👩🏿‍🎨,"seniman_wanita_warna_kulit_gelap_lukisan_perempuan_seni"
🧑🏻‍✈️,🧑🏻‍✈️,"pilot_warna_kulit_cerah_pesawat"
🧑🏼‍✈️,🧑🏼‍✈️,"pilot_warna_kulit_cerah-sedang_pesawat"
🧑🏽‍✈️,🧑🏽‍✈️,"pilot_warna_kulit_sedang_pesawat"
🧑🏾‍✈️,🧑🏾‍✈️,"pilot_warna_kulit_gelap-sedang_pesawat"
🧑🏿‍✈️,🧑🏿‍✈️,"pilot_warna_kulit_gelap_pesawat"
👨🏻‍✈️,👨🏻‍✈️,"pilot_pria_warna_kulit_cerah_laki-laki_pesawat"
👨🏼‍✈️,👨🏼‍✈️,"pilot_pria_warna_kulit_cerah-sedang_laki-laki_pesawat"
👨🏽‍✈️,👨🏽‍✈️,"pilot_pria_warna_kulit_sedang_laki-laki_pesawat"
👨🏾‍✈️,👨🏾‍✈️,"pilot_pria_warna_kulit_gelap-sedang_laki-laki_pesawat"
👨🏿‍✈️,👨🏿‍✈️,"pilot_pria_warna_kulit_gelap_laki-laki_pesawat"
👩🏻‍✈️,👩🏻‍✈️,"pilot_wanita_warna_kulit_cerah_perempuan_pesawat"
👩🏼‍✈️,👩🏼‍✈️,"pilot_wanita_warna_kulit_cerah-sedang_perempuan_pesawat"
👩🏽‍✈️,👩🏽‍✈️,"pilot_wanita_warna_kulit_sedang_perempuan_pesawat"
👩🏾‍✈️,👩🏾‍✈️,"pilot_wanita_warna_kulit_gelap-sedang_perempuan_pesawat"
👩🏿‍✈️,👩🏿‍✈️,"pilot_wanita_warna_kulit_gelap_perempuan_pesawat"
🧑🏻‍🚀,🧑🏻‍🚀,"astronaut_warna_kulit_cerah_roket"
🧑🏼‍🚀,🧑🏼‍🚀,"astronaut_warna_kulit_cerah-sedang_roket"
🧑🏽‍🚀,🧑🏽‍🚀,"astronaut_warna_kulit_sedang_roket"
🧑🏾‍🚀,🧑🏾‍🚀,"astronaut_warna_kulit_gelap-sedang_roket"
🧑🏿‍🚀,🧑🏿‍🚀,"astronaut_warna_kulit_gelap_roket"
👨🏻‍🚀,👨🏻‍🚀,"antariksawan_pria_warna_kulit_cerah_angkasa_luar_laki-laki_roket"
👨🏼‍🚀,👨🏼‍🚀,"antariksawan_pria_warna_kulit_cerah-sedang_angkasa_luar_laki-laki_roket"
👨🏽‍🚀,👨🏽‍🚀,"antariksawan_pria_warna_kulit_sedang_angkasa_luar_laki-laki_roket"
👨🏾‍🚀,👨🏾‍🚀,"antariksawan_pria_warna_kulit_gelap-sedang_angkasa_luar_laki-laki_roket"
👨🏿‍🚀,👨🏿‍🚀,"antariksawan_pria_warna_kulit_gelap_angkasa_luar_laki-laki_roket"
👩🏻‍🚀,👩🏻‍🚀,"antariksawan_wanita_warna_kulit_cerah_angkasa_luar_perempuan_roket"
👩🏼‍🚀,👩🏼‍🚀,"antariksawan_wanita_warna_kulit_cerah-sedang_angkasa_luar_perempuan_roket"
👩🏽‍🚀,👩🏽‍🚀,"antariksawan_wanita_warna_kulit_sedang_angkasa_luar_perempuan_roket"
👩🏾‍🚀,👩🏾‍🚀,"antariksawan_wanita_warna_kulit_gelap-sedang_angkasa_luar_perempuan_roket"
👩🏿‍🚀,👩🏿‍🚀,"antariksawan_wanita_warna_kulit_gelap_angkasa_luar_perempuan_roket"
🧑🏻‍🚒,🧑🏻‍🚒,"pemadam_kebakaran_warna_kulit_cerah_truk"
🧑🏼‍🚒,🧑🏼‍🚒,"pemadam_kebakaran_warna_kulit_cerah-sedang_truk"
🧑🏽‍🚒,🧑🏽‍🚒,"pemadam_kebakaran_warna_kulit_sedang_truk"
🧑🏾‍🚒,🧑🏾‍🚒,"pemadam_kebakaran_warna_kulit_gelap-sedang_truk"
🧑🏿‍🚒,🧑🏿‍🚒,"pemadam_kebakaran_warna_kulit_gelap_truk"
👨🏻‍🚒,👨🏻‍🚒,"pemadam_kebakaran_pria_warna_kulit_cerah_api_laki-laki"
👨🏼‍🚒,👨🏼‍🚒,"pemadam_kebakaran_pria_warna_kulit_cerah-sedang_api_laki-laki"
👨🏽‍🚒,👨🏽‍🚒,"pemadam_kebakaran_pria_warna_kulit_sedang_api_laki-laki"
👨🏾‍🚒,👨🏾‍🚒,"pemadam_kebakaran_pria_warna_kulit_gelap-sedang_api_laki-laki"
👨🏿‍🚒,👨🏿‍🚒,"pemadam_kebakaran_pria_warna_kulit_gelap_api_laki-laki"
👩🏻‍🚒,👩🏻‍🚒,"pemadam_kebakaran_wanita_warna_kulit_cerah_api_perempuan"
👩🏼‍🚒,👩🏼‍🚒,"pemadam_kebakaran_wanita_warna_kulit_cerah-sedang_api_perempuan"
👩🏽‍🚒,👩🏽‍🚒,"pemadam_kebakaran_wanita_warna_kulit_sedang_api_perempuan"
👩🏾‍🚒,👩🏾‍🚒,"pemadam_kebakaran_wanita_warna_kulit_gelap-sedang_api_perempuan"
